,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
199602,    399,    184,    873,    214,   1009,    141,    739,    585,    185,   1980
199603,    399,    183,    864,    213,   1006,    141,    739,    581,    185,   1962
199604,    399,    182,    858,    213,   1001,    140,    737,    578,    185,   1938
199605,    398,    181,    851,    211,    995,    138,    732,    574,    185,   1923
199606,    393,    179,    850,    209,    992,    138,    727,    570,    184,   1910
199607,    426,    194,    927,    221,   1242,    173,    809,    699,    185,   2190
199608,    425,    193,    917,    220,   1230,    173,    803,    694,    185,   2176
199609,    420,    190,    912,    219,   1226,    172,    797,    690,    185,   2164
199610,    418,    188,    905,    217,   1219,    171,    790,    689,    185,   2145
199611,    415,    188,    899,    217,   1213,    169,    785,    687,    185,   2126
199612,    414,    185,    892,    216,   1205,    169,    777,    680,    185,   2106
199701,    414,    185,    884,    214,   1196,    166,    767,    675,    185,   2088
199702,    409,    185,    883,    214,   1187,    165,    760,    672,    184,   2075
199703,    405,    185,    875,    213,   1178,    162,    754,    667,    183,   2053
199704,    402,    184,    873,    213,   1170,    159,    750,    663,    183,   2034
199705,    399,    183,    869,    212,   1162,    157,    747,    660,    183,   2019
199706,    394,    182,    865,    210,   1152,    156,    741,    656,    182,   1990
199707,    416,    193,    934,    223,   1336,    186,    823,    737,    183,   2243
199708,    415,    190,    923,    219,   1326,    185,    813,    732,    179,   2219
199709,    411,    190,    917,    219,   1320,    182,    800,    722,    179,   2204
199710,    410,    190,    908,    214,   1316,    179,    789,    715,    179,   2183
199711,    408,    187,    903,    212,   1305,    177,    784,    710,    178,   2164
199712,    403,    186,    894,    208,   1290,    172,    773,    703,    177,   2131
199801,    397,    185,    886,    206,   1279,    169,    763,    698,    174,   2113
199802,    392,    184,    883,    205,   1266,    167,    755,    694,    174,   2087
199803,    388,    182,    879,    201,   1256,    162,    743,    685,    173,   2055
199804,    385,    180,    870,    200,   1245,    161,    737,    682,    171,   2026
199805,    382,    178,    868,    197,   1230,    160,    731,    676,    170,   2002
199806,    376,    178,    856,    196,   1215,    152,    725,    669,    166,   1975
199807,    418,    184,    893,    210,   1364,    173,    786,    731,    167,   2199
199808,    415,    182,    888,    205,   1350,    170,    776,    723,    167,   2173
199809,    410,    180,    880,    202,   1325,    168,    763,    715,    165,   2155
199810,    404,    178,    867,    202,   1301,    163,    749,    695,    163,   2123
199811,    399,    177,    861,    201,   1290,    159,    744,    686,    163,   2102
199812,    390,    177,    854,    199,   1275,    156,    736,    676,    163,   2070
199901,    385,    173,    843,    196,   1259,    153,    727,    668,    163,   2043
199902,    382,    168,    831,    196,   1248,    150,    719,    662,    162,   2019
199903,    379,    166,    823,    188,   1230,    145,    703,    649,    160,   1992
199904,    374,    165,    813,    184,   1218,    142,    693,    643,    160,   1973
199905,    371,    164,    810,    178,   1201,    138,    683,    639,    159,   1955
199906,    366,    160,    803,    176,   1180,    136,    677,    629,    159,   1931
199907,    375,    160,    816,    180,   1324,    161,    705,    633,    158,   2068
199908,    373,    158,    800,    174,   1309,    156,    697,    627,    155,   2049
199909,    368,    157,    792,    171,   1293,    154,    689,    615,    154,   2029
199910,    364,    156,    782,    170,   1279,    150,    686,    609,    152,   2001
199911,    361,    156,    765,    168,   1261,    147,    682,    592,    150,   1975
199912,    354,    153,    758,    166,   1241,    146,    673,    584,    150,   1953
200001,    353,    151,    756,    165,   1226,    144,    667,    579,    148,   1933
200002,    351,    149,    748,    165,   1210,    141,    662,    573,    145,   1913
200003,    347,    149,    741,    164,   1198,    140,    659,    571,    143,   1873
200004,    344,    148,    739,    162,   1184,    140,    652,    568,    139,   1850
200005,    339,    145,    734,    161,   1172,    137,    649,    562,    138,   1837
200006,    332,    144,    723,    161,   1156,    134,    644,    557,    137,   1811
200007,    342,    141,    733,    171,   1471,    188,    683,    603,    137,   1927
200008,    336,    141,    727,    170,   1458,    185,    674,    596,    136,   1912
200009,    334,    140,    717,    168,   1442,    185,    665,    587,    130,   1895
200010,    325,    135,    707,    167,   1423,    184,    655,    579,    129,   1863
200011,    322,    133,    698,    166,   1409,    182,    641,    565,    125,   1839
200012,    314,    131,    691,    163,   1390,    180,    630,    554,    123,   1821
200101,    310,    131,    678,    161,   1373,    178,    618,    550,    121,   1789
200102,    308,    130,    676,    159,   1357,    175,    609,    544,    121,   1769
200103,    303,    130,    673,    155,   1337,    171,    601,    540,    119,   1753
200104,    299,    130,    662,    155,   1313,    164,    592,    532,    119,   1727
200105,    294,    127,    651,    153,   1287,    159,    580,    526,    118,   1709
200106,    290,    125,    646,    152,   1265,    156,    575,    523,    117,   1683
200107,    287,    124,    668,    170,   1378,    167,    576,    571,    124,   1724
200108,    283,    122,    663,    164,   1337,    163,    562,    567,    124,   1706
200109,    281,    121,    660,    162,   1326,    162,    555,    564,    124,   1688
200110,    278,    120,    656,    161,   1311,    160,    550,    562,    123,   1673
200111,    273,    120,    649,    159,   1291,    154,    540,    558,    122,   1649
200112,    269,    117,    646,    158,   1277,    152,    538,    556,    122,   1626
200201,    265,    117,    642,    155,   1263,    150,    531,    554,    121,   1605
200202,    262,    115,    637,    155,   1253,    145,    529,    552,    119,   1584
200203,    260,    115,    632,    154,   1243,    141,    521,    551,    119,   1568
200204,    259,    112,    624,    153,   1227,    138,    519,    545,    118,   1551
200205,    257,    112,    621,    152,   1211,    134,    517,    544,    118,   1540
200206,    256,    112,    616,    152,   1197,    129,    512,    539,    117,   1536
200207,    262,    116,    615,    151,   1229,    135,    519,    570,    116,   1575
200208,    261,    115,    610,    151,   1204,    133,    515,    567,    115,   1555
200209,    258,    115,    607,    150,   1189,    131,    515,    565,    115,   1545
200210,    255,    115,    602,    146,   1170,    130,    510,    559,    115,   1533
200211,    255,    114,    595,    145,   1159,    125,    508,    557,    115,   1522
200212,    254,    112,    591,    144,   1145,    119,    506,    550,    115,   1513
200301,    253,    111,    584,    144,   1130,    117,    502,    546,    114,   1495
200302,    252,    109,    579,    144,   1114,    117,    501,    541,    114,   1487
200303,    248,    109,    574,    143,   1085,    115,    498,    529,    114,   1471
200304,    246,    105,    572,    142,   1073,    113,    492,    524,    113,   1466
200305,    244,    105,    570,    142,   1061,    111,    486,    523,    113,   1452
200306,    242,    105,    569,    141,   1046,    111,    480,    518,    113,   1445
200307,    241,    105,    575,    147,   1054,    118,    489,    520,    112,   1495
200308,    239,    104,    572,    146,   1039,    117,    486,    516,    112,   1481
200309,    236,    103,    570,    146,   1029,    116,    484,    515,    111,   1475
200310,    235,    102,    567,    145,   1016,    116,    480,    514,    111,   1466
200311,    235,    102,    565,    145,   1004,    115,    476,    512,    111,   1450
200312,    234,    102,    560,    144,    996,    113,    470,    511,    111,   1437
200401,    231,    101,    559,    142,    989,    113,    467,    508,    111,   1424
200402,    230,    100,    558,    140,    981,    113,    466,    505,    111,   1415
200403,    230,     99,    553,    140,    968,    112,    465,    504,    111,   1409
200404,    228,     99,    551,    140,    963,    112,    458,    501,    111,   1395
200405,    228,     98,    549,    138,    960,    111,    453,    499,    111,   1380
200406,    226,     98,    547,    137,    952,    110,    452,    495,    111,   1369
200407,    229,    106,    546,    145,    991,    125,    467,    553,    112,   1448
200408,    228,    106,    544,    145,    983,    123,    460,    550,    112,   1441
200409,    226,    106,    541,    144,    982,    123,    459,    550,    112,   1429
200410,    225,    105,    538,    144,    974,    122,    455,    549,    112,   1417
200411,    225,    104,    535,    144,    966,    120,    451,    548,    112,   1406
200412,    222,    103,    532,    144,    960,    119,    450,    545,    110,   1394
200501,    222,    103,    525,    144,    956,    119,    449,    542,    110,   1374
200502,    220,    102,    523,    144,    951,    118,    448,    541,    110,   1362
200503,    219,    100,    516,    143,    949,    117,    444,    540,    110,   1354
200504,    217,     99,    513,    142,    943,    116,    441,    538,    110,   1346
200505,    216,     98,    510,    141,    934,    115,    438,    535,    110,   1335
200506,    214,     98,    508,    140,    923,    113,    437,    533,    110,   1329
200507,    222,    102,    526,    155,    973,    131,    464,    570,    114,   1424
200508,    219,     99,    523,    153,    963,    127,    461,    566,    114,   1415
200509,    219,     99,    520,    153,    954,    127,    457,    561,    114,   1408
200510,    214,     98,    515,    152,    945,    126,    452,    556,    114,   1403
200511,    213,     98,    515,    152,    937,    122,    448,    550,    113,   1397
200512,    211,     97,    511,    150,    932,    121,    443,    547,    113,   1384
200601,    208,     96,    510,    149,    920,    120,    442,    541,    113,   1373
200602,    208,     96,    507,    149,    908,    117,    435,    537,    113,   1368
200603,    207,     95,    507,    149,    902,    115,    431,    533,    113,   1359
200604,    207,     94,    504,    148,    895,    115,    429,    526,    112,   1352
200605,    205,     94,    503,    147,    887,    113,    426,    522,    111,   1344
200606,    203,     94,    500,    147,    881,    112,    422,    520,    111,   1337
200607,    218,    107,    520,    169,    916,    123,    440,    574,    114,   1438
200608,    217,    107,    519,    168,    908,    122,    438,    573,    113,   1431
200609,    217,    106,    516,    168,    904,    121,    433,    572,    113,   1425
200610,    216,    105,    512,    167,    893,    120,    431,    571,    113,   1416
200611,    215,    103,    510,    167,    890,    118,    425,    563,    113,   1405
200612,    213,    103,    504,    166,    881,    116,    424,    558,    113,   1395
200701,    211,    102,    500,    165,    871,    113,    421,    551,    113,   1381
200702,    211,    100,    497,    165,    862,    113,    419,    549,    112,   1370
200703,    209,    100,    495,    163,    854,    111,    416,    547,    112,   1364
200704,    209,     99,    486,    163,    845,    110,    414,    540,    111,   1351
200705,    206,     99,    483,    163,    835,    110,    411,    539,    110,   1343
200706,    204,     99,    477,    160,    827,    110,    407,    535,    109,   1335
200707,    208,    103,    505,    176,    881,    123,    420,    579,    110,   1443
200708,    204,    102,    503,    176,    872,    122,    417,    573,    109,   1428
200709,    203,    102,    501,    176,    861,    121,    413,    570,    109,   1420
200710,    203,    101,    499,    176,    850,    121,    406,    566,    108,   1404
200711,    202,    100,    496,    175,    844,    117,    398,    558,    107,   1394
200712,    199,     99,    491,    175,    834,    117,    395,    555,    107,   1382
200801,    199,     98,    490,    175,    827,    116,    394,    550,    106,   1375
200802,    198,     98,    486,    173,    824,    114,    393,    546,    106,   1363
200803,    198,     98,    484,    170,    818,    113,    390,    540,    106,   1351
200804,    197,     97,    480,    169,    813,    112,    386,    533,    106,   1341
200805,    195,     97,    477,    168,    804,    111,    381,    524,    106,   1332
200806,    195,     97,    475,    168,    798,    111,    380,    521,    106,   1322
200807,    204,    105,    502,    185,    841,    114,    385,    555,    106,   1398
200808,    203,    105,    499,    183,    830,    113,    381,    550,    106,   1393
200809,    201,    105,    497,    183,    818,    112,    378,    545,    105,   1384
200810,    199,    105,    495,    183,    809,    111,    372,    538,    105,   1372
200811,    194,    104,    492,    180,    801,    110,    370,    536,    105,   1358
200812,    193,    104,    490,    179,    795,    109,    368,    527,    104,   1347
200901,    191,    103,    487,    179,    792,    108,    365,    519,    104,   1335
200902,    190,    100,    484,    179,    786,    107,    364,    514,    103,   1324
200903,    190,     98,    477,    177,    781,    106,    363,    506,    103,   1312
200904,    189,     97,    470,    176,    772,    105,    361,    503,    103,   1300
200905,    189,     95,    467,    174,    768,    105,    361,    495,    103,   1292
200906,    188,     93,    465,    174,    758,    102,    360,    488,    103,   1282
200907,    189,     95,    472,    177,    759,    106,    361,    498,    104,   1301
200908,    188,     94,    470,    176,    754,    106,    359,    494,    104,   1291
200909,    187,     93,    469,    176,    754,    105,    358,    489,    104,   1280
200910,    187,     93,    468,    175,    747,    104,    356,    484,    103,   1269
200911,    187,     92,    464,    172,    743,     99,    351,    479,    103,   1259
200912,    185,     92,    461,    172,    739,     97,    350,    474,    103,   1246
201001,    185,     92,    461,    172,    733,     96,    347,    469,    103,   1233
201002,    184,     92,    458,    172,    726,     95,    346,    466,    103,   1222
201003,    180,     92,    456,    169,    723,     95,    344,    460,    103,   1216
201004,    180,     92,    454,    168,    712,     95,    344,    460,    103,   1204
201005,    179,     92,    452,    167,    710,     94,    342,    459,    103,   1196
201006,    179,     92,    451,    165,    710,     93,    341,    457,    103,   1188
201007,    184,     95,    474,    177,    734,    100,    352,    480,    104,   1221
201008,    184,     95,    472,    177,    728,     99,    349,    477,    104,   1219
201009,    183,     94,    469,    174,    723,     99,    349,    474,    103,   1216
201010,    183,     94,    469,    173,    712,     98,    347,    469,    103,   1208
201011,    182,     93,    465,    172,    705,     98,    346,    464,    103,   1199
201012,    181,     93,    461,    169,    695,     98,    345,    457,    101,   1187
201101,    181,     92,    457,    169,    690,     98,    344,    454,    101,   1178
201102,    181,     91,    456,    167,    683,     98,    343,    450,     99,   1176
201103,    179,     88,    452,    167,    680,     96,    341,    447,     99,   1170
201104,    177,     88,    451,    166,    670,     95,    339,    442,     99,   1158
201105,    176,     88,    448,    166,    664,     95,    336,    440,     99,   1150
201106,    174,     88,    447,    162,    657,     94,    333,    430,     98,   1140
201107,    173,     96,    459,    171,    692,    101,    340,    459,    100,   1177
201108,    172,     96,    458,    170,    687,    101,    340,    457,    100,   1175
201109,    171,     96,    457,    168,    684,     99,    340,    455,     99,   1170
201110,    170,     96,    455,    168,    678,     99,    339,    451,     99,   1163
201111,    169,     95,    451,    167,    671,     99,    337,    448,     98,   1154
201112,    166,     95,    447,    164,    668,     98,    336,    446,     97,   1146
201201,    166,     95,    445,    163,    661,     97,    334,    444,     96,   1138
201202,    166,     95,    444,    162,    654,     97,    332,    440,     96,   1133
201203,    166,     95,    442,    161,    650,     97,    331,    437,     94,   1128
201204,    165,     95,    441,    161,    647,     97,    329,    433,     93,   1122
201205,    165,     94,    439,    160,    644,     97,    328,    432,     92,   1112
201206,    162,     94,    437,    159,    643,     97,    325,    428,     91,   1105
201207,    166,     97,    438,    173,    678,    102,    334,    448,     90,   1135
201208,    166,     96,    437,    170,    671,    102,    332,    439,     90,   1133
201209,    164,     96,    435,    170,    669,    102,    330,    435,     90,   1123
201210,    163,     95,    432,    166,    664,    102,    326,    434,     90,   1114
201211,    163,     95,    430,    165,    658,    100,    325,    433,     90,   1109
201212,    163,     94,    425,    164,    649,     99,    325,    428,     89,   1102
201301,    161,     94,    424,    164,    648,     98,    322,    426,     89,   1100
201302,    158,     94,    423,    164,    646,     97,    319,    425,     89,   1094
201303,    158,     93,    422,    164,    641,     97,    319,    421,     89,   1088
201304,    158,     92,    420,    162,    633,     97,    316,    420,     89,   1082
201305,    156,     92,    418,    160,    630,     96,    314,    419,     89,   1076
201306,    153,     92,    418,    159,    626,     95,    312,    415,     88,   1070
201307,    157,     93,    426,    163,    660,     96,    327,    457,     88,   1112
201308,    155,     92,    424,    162,    655,     95,    327,    455,     88,   1110
201309,    154,     91,    423,    161,    650,     94,    327,    454,     88,   1106
201310,    153,     90,    420,    160,    646,     94,    325,    448,     88,   1104
201311,    151,     89,    419,    159,    639,     94,    318,    447,     88,   1099
201312,    151,     89,    419,    158,    635,     92,    317,    446,     87,   1095
201401,    151,     89,    419,    158,    632,     92,    315,    441,     87,   1091
201402,    149,     89,    412,    158,    628,     92,    313,    438,     87,   1085
201403,    149,     88,    410,    156,    628,     91,    313,    437,     87,   1082
201404,    148,     88,    409,    155,    625,     90,    312,    436,     87,   1078
201405,    147,     88,    406,    155,    624,     90,    311,    434,     87,   1073
201406,    146,     88,    406,    154,    620,     89,    311,    433,     87,   1069
201407,    152,     90,    418,    171,    675,     92,    328,    536,     89,   1127
201408,    151,     90,    418,    171,    674,     92,    325,    534,     88,   1122
201409,    150,     90,    418,    170,    672,     91,    325,    531,     88,   1117
201410,    149,     89,    418,    168,    667,     90,    323,    530,     88,   1113
201411,    149,     88,    417,    167,    665,     89,    322,    525,     88,   1107
201412,    149,     87,    416,    166,    658,     88,    319,    524,     88,   1100
201501,    148,     87,    415,    165,    652,     88,    317,    521,     88,   1096
201502,    148,     87,    412,    164,    647,     88,    313,    518,     88,   1091
201503,    147,     87,    411,    162,    643,     88,    311,    515,     88,   1084
201504,    147,     86,    411,    162,    639,     87,    311,    512,     88,   1077
201505,    147,     84,    411,    161,    634,     87,    311,    508,     88,   1076
201506,    145,     84,    409,    160,    629,     87,    311,    507,     87,   1070
201507,    144,     84,    420,    161,    668,     87,    325,    598,     89,   1133
201508,    144,     83,    418,    160,    665,     87,    321,    596,     89,   1130
201509,    143,     83,    412,    158,    662,     87,    321,    594,     89,   1126
201510,    142,     82,    410,    156,    653,     87,    320,    589,     89,   1115
201511,    142,     82,    409,    155,    649,     87,    320,    586,     89,   1109
201512,    142,     82,    407,    154,    646,     84,    318,    583,     88,   1099
201601,    141,     82,    404,    146,    641,     84,    316,    581,     88,   1091
201602,    140,     82,    402,    145,    634,     84,    315,    576,     88,   1083
201603,    139,     82,    400,    143,    631,     84,    315,    576,     87,   1074
201604,    137,     81,    396,    142,    628,     84,    312,    575,     86,   1072
201605,    136,     81,    395,    139,    622,     80,    309,    570,     86,   1063
201606,    136,     80,    394,    138,    618,     79,    309,    568,     86,   1058
201607,    141,     84,    401,    136,    636,     83,    314,    620,     85,   1109
201608,    139,     83,    400,    136,    630,     83,    314,    614,     85,   1099
201609,    139,     83,    397,    134,    623,     82,    312,    609,     84,   1090
201610,    137,     82,    397,    134,    617,     82,    311,    604,     82,   1087
201611,    137,     81,    396,    133,    606,     82,    311,    600,     82,   1084
201612,    137,     81,    395,    133,    601,     80,    309,    597,     81,   1075
201701,    137,     80,    393,    133,    598,     78,    309,    596,     80,   1073
201702,    137,     80,    392,    133,    593,     77,    307,    591,     79,   1068
201703,    137,     79,    391,    132,    590,     77,    304,    586,     79,   1063
201704,    136,     78,    387,    130,    585,     77,    304,    583,     79,   1056
201705,    135,     78,    385,    129,    582,     77,    303,    581,     79,   1047
201706,    134,     77,    383,    128,    578,     77,    301,    579,     79,   1037
201707,    138,     80,    395,    147,    610,     80,    309,    621,     82,   1106
201708,    138,     80,    395,    146,    603,     79,    308,    618,     81,   1104
201709,    137,     80,    391,    146,    596,     79,    304,    616,     80,   1099
201710,    137,     80,    390,    145,    589,     78,    304,    610,     80,   1087
201711,    137,     80,    389,    143,    584,     75,    302,    606,     80,   1077
201712,    134,     80,    389,    141,    581,     75,    300,    601,     80,   1067
201801,    132,     80,    389,    141,    579,     74,    298,    601,     80,   1062
201802,    132,     80,    386,    141,    575,     73,    297,    595,     80,   1057
201803,    130,     79,    384,    141,    574,     71,    296,    592,     80,   1054
201804,    128,     79,    384,    138,    571,     71,    294,    588,     79,   1047
201805,    128,     79,    383,    137,    567,     71,    293,    587,     79,   1045
201806,    126,     79,    381,    137,    565,     70,    292,    585,     78,   1040
201807,    134,     84,    390,    147,    607,     69,    294,    651,     78,   1103
201808,    134,     84,    389,    147,    602,     69,    294,    648,     78,   1098
201809,    134,     84,    389,    146,    600,     69,    293,    646,     78,   1095
201810,    132,     84,    387,    144,    596,     69,    290,    643,     78,   1087
201811,    131,     84,    383,    143,    593,     69,    288,    639,     77,   1081
201812,    131,     83,    382,    142,    585,     69,    286,    636,     77,   1077
201901,    131,     83,    382,    141,    580,     69,    284,    634,     76,   1069
201902,    131,     83,    382,    138,    572,     69,    284,    632,     75,   1066
201903,    130,     83,    382,    136,    567,     67,    282,    629,     75,   1061
201904,    130,     83,    379,    135,    564,     66,    279,    625,     75,   1055
201905,    130,     82,    378,    133,    563,     66,    278,    625,     75,   1051
201906,    130,     82,    377,    133,    561,     66,    276,    622,     75,   1050
201907,    135,     85,    384,    143,    592,     69,    286,    698,     76,   1070
201908,    135,     84,    383,    141,    587,     69,    284,    697,     76,   1064
201909,    134,     83,    382,    139,    582,     68,    282,    696,     76,   1057
201910,    133,     83,    380,    137,    577,     68,    280,    694,     75,   1053
201911,    131,     83,    379,    135,    576,     68,    278,    689,     75,   1047
201912,    131,     83,    377,    132,    572,     67,    276,    685,     75,   1037
202001,    131,     83,    375,    130,    571,     66,    275,    679,     75,   1031
202002,    130,     83,    373,    129,    570,     66,    272,    676,     75,   1029
202003,    129,     83,    371,    129,    566,     65,    271,    676,     75,   1028
202004,    129,     83,    370,    127,    562,     63,    271,    672,     75,   1024
202005,    128,     81,    368,    126,    561,     62,    269,    669,     75,   1020
202006,    128,     81,    366,    122,    558,     62,    264,    666,     75,   1016
202007,    130,     83,    368,    122,    582,     63,    273,    720,     74,   1046
202008,    129,     83,    368,    120,    578,     62,    270,    720,     74,   1040
202009,    128,     82,    367,    118,    575,     62,    270,    719,     74,   1038
